Profile Name,Title,Date,Model name,Model Colour,Verified,Review Text,Votes,Helpful,Review Total,Number of comments
Nishant,A beautiful phone...,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,As perfect as a phone can be...and at that too at this price??? The little thank you note from Peter Lau..was a very nice touch. There's nothing to complain about as of now.; As perfect as a phone can be...and at that too at this price??? The little thank you note from Peter Lau..was a very nice touch. There's nothing to complain about as of now.,,Helpful,0,Comment
Vivek Singh,Insanely fast....,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Great product and service by Amazon; Great product and service by Amazon,One person found this helpful,Helpful,0,Comment
AMRIT LAL,Don't buy,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Don't buy anyone this product because both sim not 4g, no notification light, extra large display, no battery backup, I want sell my one plus 6t; Don't buy anyone this product because both sim not 4g, no notification light, extra large display, no battery backup, I want sell my one plus 6t",12 people found this helpful,Helpful,3,3 Comments
Anil,Excellent phone,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Excellent phone. I am very happy with it.; Excellent phone. I am very happy with it.,,Helpful,0,Comment
Tanmay,The greatest phone!,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"It is the greatest phone ever! Good hardware combined with excellent software.
6T ticks all the boxes of the modern day flagships, plus it has in-display fingerprint which is surprisingly fast and more convenient than the one mounted on the back.
It has improved battery backup, large storage options at relatively same price, excellent memory management and the best UI you will find on a phone.
The Oxygen OS gives you the latest offerings from Android and is very responsive and very pleasing just to look at!😍 It gives you a lot of customisation options to make your phone feel more personal.
The only small setback is an average camera. But don't worry, it's pretty good and can do a great job capturing images and won't disappoint you.
This is the best buy for 30-40k budget segment and you won't regret buying it.
I am very happy with this phone.😍
❤️ Oneplus!; It is the greatest phone ever! Good hardware combined with excellent software.; 6T ticks all the boxes of the modern day flagships, plus it has in-display fingerprint which is surprisingly fast and more convenient than the one mounted on the back.; It has improved battery backup, large storage options at relatively same price, excellent memory management and the best UI you will find on a phone.; The Oxygen OS gives you the latest offerings from Android and is very responsive and very pleasing just to look at!😍 It gives you a lot of customisation options to make your phone feel more personal.; The only small setback is an average camera. But don't worry, it's pretty good and can do a great job capturing images and won't disappoint you.; This is the best buy for 30-40k budget segment and you won't regret buying it.; I am very happy with this phone.😍; ❤️ Oneplus!",One person found this helpful,Helpful,0,Comment
sahil vats,awsm fone,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,excellent; excellent,,Helpful,0,Comment
harsh ahuja,Superfast- both phone and Amazon's delivery !,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Was waiting for this from the day it was announced..Finally ordered it on 1st Nov and got it exactly after 24hrs...kudos to Amazon's superb delivery..
Talking about the phone, been using it from past 3days now, here are some key points :
*Not a single lag till now-superfast interface
*Clear and nice photos -esp. Night mode works better
*Large display with a small notch, trust me once you have it you won't get annoyed, don't listen to negative reviews
*Cool gestures
*Gaming experience
*No heating problems, whatsoever
*Dash charging- battery performance is also good!
And what not, in short, I would say whatever the company is advertising it's true in reality.
It's my first Oneplus phone and I'm loving it !
PS: Although Mirror black variant is Beautiful but still I would prefer to go for Midnight black variant.. that was out of stock when I ordered hence I got mirror black, I love it but that's the issue I live in fear of it getting dropped and smashed.; Was waiting for this from the day it was announced..Finally ordered it on 1st Nov and got it exactly after 24hrs...kudos to Amazon's superb delivery..; Talking about the phone, been using it from past 3days now, here are some key points :; *Not a single lag till now-superfast interface; *Clear and nice photos -esp. Night mode works better; *Large display with a small notch, trust me once you have it you won't get annoyed, don't listen to negative reviews; *Cool gestures; *Gaming experience; *No heating problems, whatsoever; *Dash charging- battery performance is also good!; And what not, in short, I would say whatever the company is advertising it's true in reality.; It's my first Oneplus phone and I'm loving it !; PS: Although Mirror black variant is Beautiful but still I would prefer to go for Midnight black variant.. that was out of stock when I ordered hence I got mirror black, I love it but that's the issue I live in fear of it getting dropped and smashed.",One person found this helpful,Helpful,0,Comment
Pugal,Good and worth,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Awesome phone but fingerprint sensor is a bit slow
Best to buy in this price segment now; Awesome phone but fingerprint sensor is a bit slow; Best to buy in this price segment now",,Helpful,1,1 Comment
Mayank Pratap Singh,Worth buying,4 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,After using it for 2 days.. I can say that this phone really surpassed my expectations.. Great battery life is the most impressive thing for me..; After using it for 2 days.. I can say that this phone really surpassed my expectations.. Great battery life is the most impressive thing for me..,One person found this helpful,Helpful,0,Comment
raushan kumar,Screen finger sensor needs improvement,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,every thing is so perfect with phone that I fall in love with phone. However screen finger sensor's success rate is very low. It is less than 30 %.; every thing is so perfect with phone that I fall in love with phone. However screen finger sensor's success rate is very low. It is less than 30 %.,,Helpful,0,Comment
Inderpaul Singh,Awesome Phone,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Awesome phone; Awesome phone,,Helpful,0,Comment
vikramraju,Good,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Good; Good,One person found this helpful,Helpful,1,1 Comment
Lakshay Yadav,Best🔥🔥,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Great phone!!!!!
Awesome UI(oxygen OS)
Performance🔥🔥🔥; Great phone!!!!!; Awesome UI(oxygen OS); Performance🔥🔥🔥",,Helpful,0,Comment
Raushan kumar,Speed you need,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,One word to say its awesome.; One word to say its awesome.,,Helpful,0,Comment
Amazon Customer,Best camera and performance in the price bracket.,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Very good in performance..snappier enough for everyday use..camera is really good..lack of 3.5mm head phone jack could be an issue for some users..but since the battery life is really good, it is not causing any problem for me. The battery lasts for one complete day easily.; Very good in performance..snappier enough for everyday use..camera is really good..lack of 3.5mm head phone jack could be an issue for some users..but since the battery life is really good, it is not causing any problem for me. The battery lasts for one complete day easily.",,Helpful,0,Comment
Amazon Customer,Nice mobile,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Very nice mobile; Very nice mobile,,Helpful,0,Comment
Karthikeyan,Fagship killer,4 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Overall it's a masterpiece..; Overall it's a masterpiece..,,Helpful,0,Comment
Varun,Awesome,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Simply amazing phone...; Simply amazing phone...,,Helpful,0,Comment
Krishna,"Not worth for 5star, Fair experience.",4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,"Buying experience
Bad buying experience at 12:00 AM with ICICI cash back, 16 transactions (24hr retry).
Amazon says its not their problem. Bank it's not their problem. Finally, I got fooled. I had to buy for the full amount on Nov 2nd.
Pros:
SP845 processor,
AMOLED Display,
Good for Gaming
Dash charging, in-display fingerprint sensor, 380ppi screen.
Camera low light experience is good.
Cons:
Camera Portrait is so artificial.
Noisy speaker - feels like a cheap Chinese phone speaker.
The fingerprint sensor is not so fast as claimed, can't switch off the glowing animations.
Battery drains to 0 with 5hour Intense gaming.
In 8GB RAM only 2.5GB available ?? ~5.5 GB for system use ???; Buying experience; Bad buying experience at 12:00 AM with ICICI cash back, 16 transactions (24hr retry).; Amazon says its not their problem. Bank it's not their problem. Finally, I got fooled. I had to buy for the full amount on Nov 2nd.; Pros:; SP845 processor,; AMOLED Display,; Good for Gaming; Dash charging, in-display fingerprint sensor, 380ppi screen.; Camera low light experience is good.; Cons:; Camera Portrait is so artificial.; Noisy speaker - feels like a cheap Chinese phone speaker.; The fingerprint sensor is not so fast as claimed, can't switch off the glowing animations.; Battery drains to 0 with 5hour Intense gaming.; In 8GB RAM only 2.5GB available ?? ~5.5 GB for system use ???",14 people found this helpful,Helpful,1,1 Comment
